"ProcedureCall","PackageName","ProcedureName","ObjectRefs","ReadObjects","WriteObjects"
"PKG_AE.P_GETAUDITEEASSIGNEDENTITIES","PKG_AE","P_GETAUDITEEASSIGNEDENTITIES","T_CURSOR; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PERIOD; T_AU_OBSERVATION_ASSIGNEDTO","T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PERIOD; T_AU_OBSERVATION_ASSIGNEDTO",""
"PKG_AE.P_GETCOSORISKS","PKG_AE","P_GETCOSORISKS","T_CURSOR; T_COSO_RISK","T_COSO_RISK",""
"PKG_AE.P_GETCCQSENTITIES","PKG_AE","P_GETCCQSENTITIES","T_CURSOR; T_AU_CCQ; T_AUDITEE_ENTITIES; T_USER","T_AU_CCQ; T_AUDITEE_ENTITIES; T_USER",""
"PKG_AE.P_GETASSIGNEDOBSERVATIONS","PKG_AE","P_GETASSIGNEDOBSERVATIONS","T_CURSOR; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_TEXT","T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_TEXT",""
"PKG_AE.P_GETOBSERVATIONRESPONSIBLE","PKG_AE","P_GETOBSERVATIONRESPONSIBLE","T_CURSOR; V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO","V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO",""
"PKG_AE.P_GETASSIGNEDOBSERVATIONSFORBRANCH","PKG_AE","P_GETASSIGNEDOBSERVATIONSFORBRANCH","T_CURSOR; V_NAME; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_STATUS; T_AUDITEE_ENTITIES; T_CONTROL_VIOLATION; V_CAT_ID; T_CONTROL_VIOLATION_SUB; V_CAT_NATURE_ID; T_AU_PLAN_ENG; T_AU_PERIOD; T_AU_OBSERVATIONS_AUDITEE_RESPONSE","T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_STATUS; T_AUDITEE_ENTITIES; T_CONTROL_VIOLATION; T_CONTROL_VIOLATION_SUB; T_AU_PLAN_ENG; T_AU_PERIOD; T_AU_OBSERVATIONS_AUDITEE_RESPONSE",""
"PKG_AE.P_GETOBSERVATIONTEXT","PKG_AE","P_GETOBSERVATIONTEXT","T_CURSOR; T_AU_ACTIVITY_LOG; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION","T_AU_ACTIVITY_LOG"
"PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE","PKG_AE","P_AUDITEE_OBSERVATION_RESPONSE","T_CURSOR; T_AU_ACTIVITY_LOG; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION","T_AU_ACTIVITY_LOG; T_AU_OBSERVATIONS_AUDITEE_RESPONSE","T_AU_ACTIVITY_LOG; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION"
"PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES","PKG_AE","P_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES; HERE","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES"
"PKG_AE.P_GETAUDITEEALLPARASFAD","PKG_AE","P_GETAUDITEEALLPARASFAD","T_CURSOR; T_AU_ACTIVITY_LOG; T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; V_GET_P_GETAUDITEEOLDPARASFAD_REF","T_AU_ACTIVITY_LOG; T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; V_GET_P_GETAUDITEEOLDPARASFAD_REF","T_AU_ACTIVITY_LOG"
"PKG_AE.P_UPDATEOLDPARAMANAGEMENT","PKG_AE","P_UPDATEOLDPARAMANAGEMENT","T_CURSOR; T_AU_REMARKS; T_AU_OBSERVATION_OLD_CAD_PARAS; V_CAT_ID; V_CAT_NATURE_ID; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","T_AU_REMARKS; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT"
"PKG_AE.P_GETAUDITEEOLDPARASENTITIESFAD","PKG_AE","P_GETAUDITEEOLDPARASENTITIESFAD","T_CURSOR; T_AU_ACTIVITY_LOG; V_GET_P_GETAUDITEEOLDPARASENTITIESFAD","T_AU_ACTIVITY_LOG; V_GET_P_GETAUDITEEOLDPARASENTITIESFAD","T_AU_ACTIVITY_LOG"
"PKG_AE.P_GETAUDITEEOLDPARAS","PKG_AE","P_GETAUDITEEOLDPARAS","T_CURSOR; T_AU_ACTIVITY_LOG; V_NAME; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_CONTROL_VIOLATION; V_CAT_ID; T_CONTROL_VIOLATION_SUB; V_CAT_NATURE_ID; T_COSO_RISK","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_CONTROL_VIOLATION; T_CONTROL_VIOLATION_SUB; T_COSO_RISK","T_AU_ACTIVITY_LOG"
"PKG_AE.P_UPDATEAUDITEEOLDPARASRESPONSE","PKG_AE","P_UPDATEAUDITEEOLDPARASRESPONSE","T_CURSOR; V_F; T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_REMARKS","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE; T_AU_REMARKS","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE; T_AU_OBSERVATION_OLD_CAD_PARAS"
"PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE","PKG_AE","P_GETPARASFORCOMPLIANCEBYAUDITEE","T_CURSOR; V_GET_AIS_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_MAPING_COM","V_GET_AIS_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_MAPING_COM",""
"PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT","PKG_AE","P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT","T_CURSOR; T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT",""
"PKG_AE.P_GETPARASFORCOMPLIANCEHISTORY","PKG_AE","P_GETPARASFORCOMPLIANCEHISTORY","T_CURSOR; AIS_T_AU_POST_COMPLIANCE_HISTORY; V_SERVICE_EMPLOYEEINFO","AIS_T_AU_POST_COMPLIANCE_HISTORY; V_SERVICE_EMPLOYEEINFO",""
"PKG_AE.P_GETPARASFORCOMPLIANCEFORHISTORY","PKG_AE","P_GETPARASFORCOMPLIANCEFORHISTORY","T_CURSOR; AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE; T_AU_OBSERVATION_FAD; T_AU_OBSERVATION_TEXT; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE; T_AU_OBSERVATION_FAD; T_AU_OBSERVATION_TEXT; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT",""
"PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE","PKG_AE","P_SUBMITPOSTAUDITCOMPLIANCE","T_CURSOR; V_GET_AIS_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_MAPING_COM; V_F; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES; T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE_HISTORY; T_GROUPS","V_GET_AIS_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_MAPING_COM; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES; T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE_HISTORY; T_GROUPS; DUAL","T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE_HISTORY"
"PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_EVIDENCE","PKG_AE","P_SUBMITPOSTAUDITCOMPLIANCE_EVIDENCE","AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE; AIS_T_AU_POST_COMPLIANCE_EVIDENCE","AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE_EVIDENCE","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE; AIS_T_AU_POST_COMPLIANCE_EVIDENCE"
"PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_REVIEW","PKG_AE","P_SUBMITPOSTAUDITCOMPLIANCE_REVIEW","T_CURSOR; V_GET_AIS_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_COM; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENT_TYPES; T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; T_AU_OBSERVATION; T_AU_OLD_PARAS_FAD; AIS_T_AU_POST_COMPLIANCE_HISTORY; T_GROUPS","V_GET_AIS_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_COM; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENT_TYPES; T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE_HISTORY; T_GROUPS; DUAL","T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; T_AU_OBSERVATION; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE_HISTORY"
"PKG_AE.P_GETPOSTAUDITCOMPLIANCE_EVIDENCE","PKG_AE","P_GETPOSTAUDITCOMPLIANCE_EVIDENCE","T_CURSOR; AIS_T_AU_POST_COMPLIANCE_EVIDENCE","AIS_T_AU_POST_COMPLIANCE_EVIDENCE",""
"PKG_AE.P_GETPOSTAUDITCOMPLIANCE_EVIDENCE_FILEDATA","PKG_AE","P_GETPOSTAUDITCOMPLIANCE_EVIDENCE_FILEDATA","T_CURSOR; AIS_T_AU_POST_COMPLIANCE_EVIDENCE","AIS_T_AU_POST_COMPLIANCE_EVIDENCE",""
"PKG_AE.P_GETPARACOMPLIANCERESPONSIBLE","PKG_AE","P_GETPARACOMPLIANCERESPONSIBLE","T_CURSOR; V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO","V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO",""
"PKG_AE.P_GETPARASFORCOMPLIANCEBYCAU","PKG_AE","P_GETPARASFORCOMPLIANCEBYCAU","T_CURSOR; AIS_T_AU_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING","AIS_T_AU_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING",""
"PKG_AE.P_GETREALTIONSHIPTYPEFORCAU","PKG_AE","P_GETREALTIONSHIPTYPEFORCAU","T_CURSOR; T_AUDITEE_ENT_RELATION","T_AUDITEE_ENT_RELATION",""
"PKG_AE.P_GETPARENTREPOFFICEFORCAU","PKG_AE","P_GETPARENTREPOFFICEFORCAU","T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_RELATION; T_AUDITEE_ENT_TYPES; V_GET_PARENT_OFFICE","T_AUDITEE_ENTITIES; T_AUDITEE_ENT_RELATION",""
"PKG_AE.P_GETCHILDPOSTINGFORCAU","PKG_AE","P_GETCHILDPOSTINGFORCAU","T_CURSOR; V_GET_PARENT_OFFICE; T_AUDITEE_ENT_TYPES","V_GET_PARENT_OFFICE; T_AUDITEE_ENT_TYPES",""
"PKG_AE.P_FORWARD_CAU_PARA_TO_BRANCH","PKG_AE","P_FORWARD_CAU_PARA_TO_BRANCH","T_CURSOR; T_F; T_AUDITEE_ENTITIES; T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU","T_AUDITEE_ENTITIES; T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU; DUAL","T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU"
"PKG_AE.P_GETPARASFORCOMPLIANCEBYCAU_BY_BRANCH","PKG_AE","P_GETPARASFORCOMPLIANCEBYCAU_BY_BRANCH","T_CURSOR; AIS_T_AU_POST_COMPLIANCE; T_AUDITEE_ENTITIES; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU","AIS_T_AU_POST_COMPLIANCE; T_AUDITEE_ENTITIES; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU",""
"PKG_AE.P_GETPARASFORCOMPLIANCE_CAU_PARA_TEXT","PKG_AE","P_GETPARASFORCOMPLIANCE_CAU_PARA_TEXT","T_CURSOR; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU; T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION_TEXT","AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU; T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION_TEXT",""
"PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_BY_BRANCH","PKG_AE","P_SUBMITPOSTAUDITCOMPLIANCE_BY_BRANCH","T_ID; T_CURSOR; T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU","T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; DUAL","T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU"
"PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_EVIDENCE_BY_BRANCH","PKG_AE","P_SUBMITPOSTAUDITCOMPLIANCE_EVIDENCE_BY_BRANCH","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU; AIS_T_AU_POST_COMPLIANCE_TEXT","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU; AIS_T_AU_POST_COMPLIANCE_TEXT","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU"
"PKG_AE.P_GETALLCOMPLIANCE_EVIDENCE_CAU","PKG_AE","P_GETALLCOMPLIANCE_EVIDENCE_CAU","T_CURSOR; AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU",""
"PKG_AE.P_GETPOSTAUDITCOMPLIANCE_EVIDENCE_FILEDATA_CAU","PKG_AE","P_GETPOSTAUDITCOMPLIANCE_EVIDENCE_FILEDATA_CAU","T_CURSOR; AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU",""
"PKG_AE.P_GETPARASFORCOMPLIANCEBYCAU_FOR_REVIEW","PKG_AE","P_GETPARASFORCOMPLIANCEBYCAU_FOR_REVIEW","T_CURSOR; AIS_T_AU_POST_COMPLIANCE","AIS_T_AU_POST_COMPLIANCE",""
"PKG_AI.P_GETGLHEADSUMMARY_YEARLY","PKG_AI","P_GETGLHEADSUMMARY_YEARLY","T_CURSOR; T_AU_PREINFO_GLDAYENDBALANCE; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG; T_AU_AUDIT_JOINING; T_AU_AUDIT_TEAM_TASKLIST; T_AU_PREINFO_GL_TYPE","T_AU_PREINFO_GLDAYENDBALANCE; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG; T_AU_AUDIT_JOINING; T_AU_AUDIT_TEAM_TASKLIST; T_AU_PREINFO_GL_TYPE",""
"PKG_AIS.P_GETAUDITEEENTITIESFOROLDPARAS","PKG_AIS","P_GETAUDITEEENTITIESFOROLDPARAS","T_AU_OLD_PARAS_FAD; T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS","T_AU_OBSERVATION_OLD_CAD_PARAS",""
"PKG_AIS.P_GETDEPARTMENTS","PKG_AIS","P_GETDEPARTMENTS","T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING","T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING",""
"PKG_AIS.P_GETRISKDESCBYID","PKG_AIS","P_GETRISKDESCBYID","T_CURSOR; T_RISK","T_RISK",""
"PKG_AIS.P_GETCOSORISKFORDEPARTMENT","PKG_AIS","P_GETCOSORISKFORDEPARTMENT","T_CURSOR; T_COSO_RATING_DEPARTMENT_INHERITED_RISK; T_COSO_RATING_DEPARTMENT_FINAL; T_AU_PERIOD; T_AUDITEE_ENTITIES","T_COSO_RATING_DEPARTMENT_INHERITED_RISK; T_COSO_RATING_DEPARTMENT_FINAL; T_AU_PERIOD; T_AUDITEE_ENTITIES",""
"PKG_AIS.P_ADDDIVISIONALHEADREMARKSONFUNCTIONALLEGACYPARA","PKG_AIS","P_ADDDIVISIONALHEADREMARKSONFUNCTIONALLEGACYPARA","T_AU_OLD_FUNCTIONAL_PARA_DIVISION_HEAD_REMARKS; T_AU_OLD_PARAS_FAD","T_AU_OLD_FUNCTIONAL_PARA_DIVISION_HEAD_REMARKS; T_AU_OLD_PARAS_FAD","T_AU_OLD_FUNCTIONAL_PARA_DIVISION_HEAD_REMARKS"
"PKG_AIS.P_GETUSERWISEOLDPARASPERFORMANCE","PKG_AIS","P_GETUSERWISEOLDPARASPERFORMANCE","T_CURSOR; V_REPORT_AZ_EMP_PROGRESS; V_REPORT_AZ_PROGRESS","V_REPORT_AZ_EMP_PROGRESS; V_REPORT_AZ_PROGRESS",""
"PKG_AIS.P_GETOUTSTANDINGPARASAUDITYEAR","PKG_AIS","P_GETOUTSTANDINGPARASAUDITYEAR","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS","T_AU_OBSERVATION_OLD_CAD_PARAS",""
"PKG_AIS.P_GETOLDPARASAUDITYEAR","PKG_AIS","P_GETOLDPARASAUDITYEAR","T_CURSOR; T_AU_OLD_PARAS_FAD","T_AU_OLD_PARAS_FAD",""
"PKG_AR.P_GETTASKLIST","PKG_AR","P_GETTASKLIST","T_CURSOR; T_NAME; T_AU_AUDIT_TEAM_TASKLIST; T_AU_AUDIT_TEAMS; T_AU_AUDIT_TEAM_TASKLIST_STATUS; T_AU_TEAM_MEMBERS; T_ID; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES; T_AU_AUDIT_JOINING; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING","T_AU_AUDIT_TEAM_TASKLIST; T_AU_AUDIT_TEAMS; T_AU_AUDIT_TEAM_TASKLIST_STATUS; T_AU_TEAM_MEMBERS; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES; T_AU_AUDIT_JOINING; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING",""
"PKG_AR.P_SETENGIDONHOLD","PKG_AR","P_SETENGIDONHOLD","T_AU_AUDIT_JOINING; T_AU_PLAN_ENG","","T_AU_AUDIT_JOINING; T_AU_PLAN_ENG"
"PKG_AR.P_GETJOININGDETAILS","PKG_AR","P_GETJOININGDETAILS","T_CURSOR; T_AU_AUDIT_TEAM_TASKLIST; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AU_PERIOD; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAMS; T_ID; T_RISK; T_AUDITEE_ENTITIES_SIZE_DISC","T_AU_AUDIT_TEAM_TASKLIST; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AU_PERIOD; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAMS; T_RISK; T_AUDITEE_ENTITIES_SIZE_DISC",""
"PKG_AR.P_ADDJOININGREPORT","PKG_AR","P_ADDJOININGREPORT","T_CURSOR; V_AUD_ENT_ID; V_IS_TEAMLEAD; V_PREV_LOG_ID; V_NEW_LOG_ID; V_JOINING_ID; V_ENTITY_TYPE; V_PLAN_ENDDATE; V_PENDING_CNT; V_EXISTING_JOIN; V_IS_SPECIAL_TYPE; V_NEXT_STATUS; V_EMAIL_TO; V_EMAIL_CC; V_AUDITEE_NAME; V_TEAM_LEAD_LINE; V_TEAM_MEMBERS; V_TEAM_ID; V_TEAM_COUNT; V_REMARKS; V_EMAIL_FLAG; V_TO_EMAIL; V_CC_EMAIL; V_OUT_NAME; V_TEAM; V_TEAM_LEAD; V_TEAM_MEMBERSO; V_ERRMSG; T_AU_PLAN_ENG; T_AU_AUDIT_TEAMS; T_AU_TEAM_MEMBERS; T_ID; T_AU_AUDIT_TEAM_TASKLIST; T_AU_ACTIVITY_LOG; T_AUDITEE_ENTITIES; T_AU_AUDIT_JOINING","T_AU_PLAN_ENG; T_AU_AUDIT_TEAMS; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAM_TASKLIST; T_AU_ACTIVITY_LOG; DUAL; T_AUDITEE_ENTITIES; T_AU_AUDIT_JOINING","T_AU_ACTIVITY_LOG; JOINING; T_AU_AUDIT_JOINING; T_AU_AUDIT_TEAM_TASKLIST; AUDITEE; T_AUDITEE_ENTITIES"
"PKG_AR.P_GETAUDITCHECKLIST","PKG_AR","P_GETAUDITCHECKLIST","T_CURSOR; T_AUDIT_CHECKLIST; T_AUDITEE_ENT_TYPES; T_ID","T_AUDIT_CHECKLIST; T_AUDITEE_ENT_TYPES",""
"PKG_AR.P_GETAUDITCHECKLISTCAD","PKG_AR","P_GETAUDITCHECKLISTCAD","T_CURSOR; T_AUDIT_CHECKLIST; T_ID","T_AUDIT_CHECKLIST",""
"PKG_AR.P_GETAUDITCHECKLISTSUB","PKG_AR","P_GETAUDITCHECKLISTSUB","T_CURSOR; T_NAME; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_AUDITEE_ENT_TYPES","T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_AUDITEE_ENT_TYPES",""
"PKG_AR.P_GETAUDITCHECKLISTDETAILS","PKG_AR","P_GETAUDITCHECKLISTDETAILS","T_CURSOR; V_NAME; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_R_SUB_GROUP; V_ID; T_RISK","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_R_SUB_GROUP; T_RISK",""
"PKG_AR.P_GETAUDITEECHECKKLIST","PKG_AR","P_GETAUDITEECHECKKLIST","T_CURSOR; T_AUDITEE_CHECKKLIST; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT","T_AUDITEE_CHECKKLIST; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT",""
"PKG_AR.P_GETRISKGROUP","PKG_AR","P_GETRISKGROUP","T_CURSOR; T_R_GROUP","T_R_GROUP",""
"PKG_AR.P_GETRISKSUBGROUP","PKG_AR","P_GETRISKSUBGROUP","T_CURSOR; T_R_SUB_GROUP; T_R_GROUP","T_R_SUB_GROUP; T_R_GROUP",""
"PKG_AR.P_GETRISKACTIVITIES","PKG_AR","P_GETRISKACTIVITIES","T_CURSOR; T_R_ACTIVITY; T_R_SUB_GROUP","T_R_ACTIVITY; T_R_SUB_GROUP",""
"PKG_AR.P_GETAUDITVOILATIONCATS","PKG_AR","P_GETAUDITVOILATIONCATS","T_CURSOR; T_CONTROL_VIOLATION","T_CONTROL_VIOLATION",""
"PKG_AR.P_GETVOILATIONSUBGROUP","PKG_AR","P_GETVOILATIONSUBGROUP","T_CURSOR; T_CONTROL_VIOLATION; T_CONTROL_VIOLATION_SUB; V_ID","T_CONTROL_VIOLATION; T_CONTROL_VIOLATION_SUB",""
"PKG_AR.P_GETAUDITCHECKLISTDETAILS_SEARCH","PKG_AR","P_GETAUDITCHECKLISTDETAILS_SEARCH","T_CURSOR; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_RISK","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_RISK",""
"PKG_AR.P_SAVEAUDITOBSERVATIONCAD","PKG_AR","P_SAVEAUDITOBSERVATIONCAD","T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_CURSOR; V_F; M_F; T_F; T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_DETAILS; T_ID; T_AUDIT_CHECKLIST_SUB; V_CAT_ID; V_CAT_NATURE_ID; T_AU_REMARKS","T_AU_OBSERVATION; T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AU_OBSERVATION_TEXT; T_AU_REMARKS","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT"
