"ProcedureCall","PackageName","ProcedureName","ObjectRefs","ReadObjects","WriteObjects"
"PKG_PG.P_DELETEAUDITTEAM","PKG_PG","P_DELETEAUDITTEAM","T_AU_ACTIVITY_LOG; T_AU_TEAM_MEMBERS; T_ID","T_AU_ACTIVITY_LOG","T_AU_ACTIVITY_LOG; T_AU_TEAM_MEMBERS"
"PKG_PG.P_MAXTEAMID","PKG_PG","P_MAXTEAMID","T_CURSOR; T_ID; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAMS","T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAMS",""
"PKG_PG.P_GETAUDITTEAMS","PKG_PG","P_GETAUDITTEAMS","T_CURSOR; T_AU_TEAM_MEMBERS; T_AUDITEE_ENTITIES","T_AU_TEAM_MEMBERS; T_AUDITEE_ENTITIES",""
"PKG_PG.P_GETAUDITFREQUENCIES","PKG_PG","P_GETAUDITFREQUENCIES","T_CURSOR; T_AUDIT_FREQUENCY","T_AUDIT_FREQUENCY",""
"PKG_PG.P_ADD_SPECIAL_AUDIT_PLAN","PKG_PG","P_ADD_SPECIAL_AUDIT_PLAN","T_CURSOR; T_AU_PRE_PLAN; T_AUDITEE_ENTITIES","T_AU_PRE_PLAN; T_AUDITEE_ENTITIES; DUAL","T_AU_PRE_PLAN"
"PKG_PG.P_GET_SPECICAL_AUDIT_FOR_APPROVAL","PKG_PG","P_GET_SPECICAL_AUDIT_FOR_APPROVAL","T_CURSOR; T_AU_PRE_PLAN; T_AU_PERIOD; T_AUDIT_FREQUENCY; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENT_TYPES; T_AUDITEE_ENTITIES; T_AU_OLD_AUDIT_NATURE","T_AU_PRE_PLAN; T_AU_PERIOD; T_AUDIT_FREQUENCY; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENT_TYPES; T_AUDITEE_ENTITIES; T_AU_OLD_AUDIT_NATURE",""
"PKG_PG.P_UPDATE_SPECIAL_AUDIT","PKG_PG","P_UPDATE_SPECIAL_AUDIT","T_CURSOR; T_AU_PRE_PLAN; T_AU_PLAN; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES","DUAL; T_AU_PRE_PLAN; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES","T_AU_PRE_PLAN; T_AU_PLAN"
"PKG_PG.TENTATIVE_AUDIT_PLAN","PKG_PG","TENTATIVE_AUDIT_PLAN","T_AUDIT_CRITERIA; T_CURSOR; V_F; T_AU_ACTIVITY_LOG; T_AUDIT_FREQUENCY; T_AU_PLAN; T_AU_PERIOD; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_SIZE_DISC; T_RISK_STATUS; T_AU_REMARKS","T_AU_ACTIVITY_LOG; T_AUDIT_CRITERIA; T_AUDIT_FREQUENCY; T_AU_PERIOD; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_SIZE_DISC; T_RISK_STATUS; T_AU_REMARKS","T_AU_ACTIVITY_LOG; T_AU_PLAN; T_AUDIT_CRITERIA"
"PKG_PG.P_GETAUDITOPERATIONALSTARTDATE","PKG_PG","P_GETAUDITOPERATIONALSTARTDATE","T_CURSOR; T_AU_PLAN_ENG","T_AU_PLAN_ENG; D.OPERATION_ENDDATE",""
"PKG_PG.P_ADDAUDITENGAGEMENTPLAN","PKG_PG","P_ADDAUDITENGAGEMENTPLAN","T_CURSOR; T_I; T_AU_ACTIVITY_LOG; T_AU_REMARKS; T_AU_PLAN_ENG; T_AU_AUDIT_TEAM_TASKLIST; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG_LOG; T_AU_AUDIT_TEAMS; T_NAME; T_CODE; T_ID; T_AU_TEAM_MEMBERS; T_AU_PLAN","T_AU_ACTIVITY_LOG; T_AU_REMARKS; T_AU_PLAN_ENG; T_AU_AUDIT_TEAM_TASKLIST; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG_LOG; T_AU_AUDIT_TEAMS; T_AU_TEAM_MEMBERS","T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AU_PLAN_ENG_LOG; T_AU_AUDIT_TEAMS; T_AU_PLAN"
"PKG_PG.P_RERECOMMENDAUDITENGAGEMENTPLAN","PKG_PG","P_RERECOMMENDAUDITENGAGEMENTPLAN","T_CURSOR; T_I; V_F; T_AU_ACTIVITY_LOG; T_AU_REMARKS; T_AU_AUDIT_TEAM_TASKLIST; T_AU_PLAN_ENG; T_AU_TEAM_MEMBERS; T_ID; T_AU_PLAN_ENG_LOG; T_AU_AUDIT_TEAMS; T_NAME; T_CODE; T_AU_PLAN; T_AUDITEE_ENTITIES","T_AU_ACTIVITY_LOG; T_AU_REMARKS; T_AU_AUDIT_TEAM_TASKLIST; T_AU_TEAM_MEMBERS; T_AU_PLAN_ENG_LOG; T_AU_AUDIT_TEAMS; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG","T_AU_ACTIVITY_LOG; T_AU_AUDIT_TEAM_TASKLIST; T_AU_PLAN_ENG; T_AU_PLAN_ENG_LOG; T_AU_AUDIT_TEAMS; T_AU_PLAN"
"PKG_PG.P_GETLATESTCOMMENTSONENGAGEMENT","PKG_PG","P_GETLATESTCOMMENTSONENGAGEMENT","T_CURSOR; T_AU_PLAN_ENG_LOG","T_AU_PLAN_ENG_LOG",""
"PKG_PG.P_GETAUDITENGAGEMENTPLANS","PKG_PG","P_GETAUDITENGAGEMENTPLANS","T_CURSOR; T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES","T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES","T_AU_ACTIVITY_LOG"
"PKG_PG.P_GETREFFEREDBACKAUDITENGAGEMENTPLANS","PKG_PG","P_GETREFFEREDBACKAUDITENGAGEMENTPLANS","T_CURSOR; T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_AUDIT_TEAMS","T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_AUDIT_TEAMS","T_AU_ACTIVITY_LOG"
"PKG_PG.P_ADDAUDITTEAMTASKLIST","PKG_PG","P_ADDAUDITTEAMTASKLIST","V_F; T_AU_ACTIVITY_LOG; T_AU_TEAM_MEMBERS; T_ID; T_AU_AUDIT_TEAM_TASKLIST; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG","T_AU_ACTIVITY_LOG; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAM_TASKLIST; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG","T_AU_ACTIVITY_LOG; T_AU_AUDIT_TEAM_TASKLIST"
"PKG_PG.P_REFFEREDBACKAUDITENGAGEMENTPLAN","PKG_PG","P_REFFEREDBACKAUDITENGAGEMENTPLAN","T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AU_PLAN; T_AU_PLAN_ENG_LOG","T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AU_PLAN_ENG_LOG","T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AU_PLAN; T_AU_PLAN_ENG_LOG"
"PKG_PG.P_APPROVEAUDITENGAGEMENTPLAN","PKG_PG","P_APPROVEAUDITENGAGEMENTPLAN","T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AU_PLAN; T_AU_AUDIT_TEAM_TASKLIST; T_AU_AUDIT_TEAMS; T_AU_PLAN_ENG_LOG","T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AU_PLAN_ENG_LOG","T_AU_ACTIVITY_LOG; T_AU_PLAN_ENG; T_AU_PLAN; T_AU_AUDIT_TEAM_TASKLIST; T_AU_AUDIT_TEAMS; T_AU_PLAN_ENG_LOG"
"PKG_PG.P_GETCCQ","PKG_PG","P_GETCCQ","T_CURSOR; T_AU_ACTIVITY_LOG; V_NAME; T_AU_CCQ; T_AUDITEE_ENTITIES; T_COSO_RISK; T_CONTROL_VIOLATION","T_AU_ACTIVITY_LOG; T_AU_CCQ; T_AUDITEE_ENTITIES; T_COSO_RISK; T_CONTROL_VIOLATION","T_AU_ACTIVITY_LOG"
"PKG_PG.P_UPDATECCQ","PKG_PG","P_UPDATECCQ","T_AU_ACTIVITY_LOG; T_RISK; T_AU_CCQ","T_AU_ACTIVITY_LOG; T_RISK","T_AU_ACTIVITY_LOG; T_AU_CCQ"
"PKG_RPT.P_GET_ENTITY_TYPE","PKG_RPT","P_GET_ENTITY_TYPE","T_CURSOR; T_AUDITEE_ENT_TYPES; T_AUDITEE_ENTITIES; V_GET_COMPLIANCE_REVIEWER_APPROVER","T_AUDITEE_ENT_TYPES; DUAL; T_AUDITEE_ENTITIES; V_GET_COMPLIANCE_REVIEWER_APPROVER",""
"PKG_RPT.P_GETREALTIONSHIPTYPE","PKG_RPT","P_GETREALTIONSHIPTYPE","T_CURSOR; T_AUDITEE_ENT_RELATION","T_AUDITEE_ENT_RELATION",""
"PKG_RPT.P_GETPARENTREPOFFICE","PKG_RPT","P_GETPARENTREPOFFICE","T_CURSOR; T_AUDITEE_ENT_RELATION; T_AUDITEE_ENT_TYPES; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES","T_AUDITEE_ENT_RELATION; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENT_TYPES",""
"PKG_RPT.P_GETCHILDPOSTING","PKG_RPT","P_GETCHILDPOSTING","T_CURSOR; T_AUDITEE_ENT_RELATION; T_AUDITEE_ENT_TYPES; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES","T_AUDITEE_ENT_RELATION",""
"PKG_RPT.P_GET_AUDIT_ZONES","PKG_RPT","P_GET_AUDIT_ZONES","T_CURSOR; T_AUDITEE_ENTITIES","T_AUDITEE_ENTITIES",""
"PKG_RPT.P_GETAUDITTEAMS","PKG_RPT","P_GETAUDITTEAMS","T_CURSOR; T_AU_AUDIT_TEAMS; T_AU_TEAM_MEMBERS; T_ID; T_AU_AUDIT_TEAM_TASKLIST","T_AU_AUDIT_TEAMS; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAM_TASKLIST",""
"PKG_RPT.P_GET_ENTITIES","PKG_RPT","P_GET_ENTITIES","T_AU_PLAN_ENG; T_CURSOR; T_AU_PERIOD; T_AUDITEE_ENTITIES","T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES",""
"PKG_RPT.P_GET_ENTITY_SIZE","PKG_RPT","P_GET_ENTITY_SIZE","T_CURSOR; T_AUDITEE_ENTITIES_SIZE_DISC","T_AUDITEE_ENTITIES_SIZE_DISC",""
"PKG_RPT.P_GET_RISK","PKG_RPT","P_GET_RISK","T_CURSOR; T_RISK","T_RISK",""
"PKG_RPT.P_GETZONEWISEOLDPARASPERFORMANCE","PKG_RPT","P_GETZONEWISEOLDPARASPERFORMANCE","T_CURSOR; V_REPORT_AZ_PROGRESS","V_REPORT_AZ_PROGRESS",""
"PKG_RPT.R_AUDIT_PLAN_ENGAGEMENT","PKG_RPT","R_AUDIT_PLAN_ENGAGEMENT","T_CURSOR; T_AU_PLAN_ENG; T_AU_PLAN_ENG_STATUS; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PERIOD; T_AU_TEAM_MEMBERS; T_ID","T_AU_PLAN_ENG; T_AU_PLAN_ENG_STATUS; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PERIOD; T_AU_TEAM_MEMBERS",""
"PKG_RPT.R_FUNCTIONALRESP","PKG_RPT","R_FUNCTIONALRESP","T_CURSOR; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AU_OLD_PARAS_FAD; T_AUDIT_CHECKLIST; T_ID; T_RISK","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AU_OLD_PARAS_FAD; T_AUDIT_CHECKLIST; T_RISK",""
"PKG_RPT.R_JOININGCOMPLETION","PKG_RPT","R_JOININGCOMPLETION","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS; T_RISK; T_AUDIT_DEPARTMENTS","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS; T_RISK; T_AUDIT_DEPARTMENTS",""
"PKG_RPT.R_AUDITPLANPROGRESS","PKG_RPT","R_AUDITPLANPROGRESS","T_CURSOR; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AU_AUDIT_JOINING; T_RISK; T_AUDIT_PARA","T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AU_AUDIT_JOINING; T_RISK; T_AUDIT_PARA",""
"PKG_RPT.R_GETAUDITEES","PKG_RPT","R_GETAUDITEES","T_CURSOR; V_F; T_USER_MAPING; T_USER; T_AU_AUDIT_JOINING; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES","T_USER_MAPING; T_USER; T_AU_AUDIT_JOINING; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES",""
"PKG_RPT.R_GETAUDITEESOBERVATIONS","PKG_RPT","R_GETAUDITEESOBERVATIONS","T_CURSOR; T_AU_OBSERVATION; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_STATUS; T_AU_PLAN_ENG","T_AU_OBSERVATION; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_STATUS; T_AU_PLAN_ENG",""
"PKG_RPT.R_LOGINUSERS","PKG_RPT","R_LOGINUSERS","T_CURSOR; T_USER_SESSION; T_AUDIT_DEPARTMENTS; V_SERVICE_EMPLOYEEINFO","T_USER_SESSION; T_AUDIT_DEPARTMENTS; V_SERVICE_EMPLOYEEINFO",""
"PKG_RPT.R_GETDEPARTMENTS","PKG_RPT","R_GETDEPARTMENTS","T_CURSOR; T_USER; T_USER_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING","T_USER; T_USER_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; DUAL",""
"PKG_RPT.R_GETAUDITEEADDRESS","PKG_RPT","R_GETAUDITEEADDRESS","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_OBSERVATION; T_RISK; T_AUDITEE_ENTITIES_ADDRESS; T_AUDITEE_ENTITIES_MAPING","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_OBSERVATION; T_RISK; T_AUDITEE_ENTITIES_ADDRESS; T_AUDITEE_ENTITIES_MAPING",""
"PKG_RPT.R_GETAUDITEEPARAS","PKG_RPT","R_GETAUDITEEPARAS","T_CURSOR; V_F; T_AUDIT_PARA; V_HEADER; V_DETAIL; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_RISK; T_AUDIT_VIOLATION_DETAIL; V_ID","T_AUDIT_PARA; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_RISK; T_AUDIT_VIOLATION_DETAIL; DUAL",""
"PKG_RPT.P_GETACTIVEINACTIVECHARTDATA","PKG_RPT","P_GETACTIVEINACTIVECHARTDATA","T_CURSOR; T_AU_OLD_PARAS_FAD","T_AU_OLD_PARAS_FAD",""
"PKG_RPT.P_GETPARAPOSITIONFORZONEBRANCHES","PKG_RPT","P_GETPARAPOSITIONFORZONEBRANCHES","T_CURSOR; T_AUDITEE_ENTITIES; T_AU_OBSERVATION_FAD; T_AUDITEE_ENTITIES_MAPING","T_AUDITEE_ENTITIES; T_AU_OBSERVATION_FAD; T_AUDITEE_ENTITIES_MAPING",""
"PKG_RPT.P_GET_NEW_PARAS_PERFORMANCE","PKG_RPT","P_GET_NEW_PARAS_PERFORMANCE","T_CURSOR; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_DETAILS","T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDIT_CHECKLIST_DETAILS",""
"PKG_RPT.P_GET_NEW_OLD_PARAS_PERFORMANCE","PKG_RPT","P_GET_NEW_OLD_PARAS_PERFORMANCE","T_CURSOR; T_AU_OBSERVATION_FAD; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_AUDITEE_ENTITIES","T_AU_OBSERVATION_FAD; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_AUDITEE_ENTITIES",""
"PKG_RPT.P_GET_USERWISE_OLDPARASPERFORMANCE","PKG_RPT","P_GET_USERWISE_OLDPARASPERFORMANCE","T_CURSOR; V_REPORT_AZ_EMP_PROGRESS_DATACLEANSING; V_REPORT_AZ_PROGRESS","V_REPORT_AZ_EMP_PROGRESS_DATACLEANSING; V_REPORT_AZ_PROGRESS",""
"PKG_RPT.P_GET_FAD_USERWISE_OLDPARASPERFORMANCE","PKG_RPT","P_GET_FAD_USERWISE_OLDPARASPERFORMANCE","T_CURSOR; T_AU_DATA_VALIDATION_FAD_LOG; V_SERVICE_EMPLOYEEINFO","T_AU_DATA_VALIDATION_FAD_LOG; V_SERVICE_EMPLOYEEINFO",""
"PKG_RPT.P_GET_PARA_POSITION","PKG_RPT","P_GET_PARA_POSITION","T_CURSOR; V_REPORT_PARA_POSITION","V_REPORT_PARA_POSITION",""
"PKG_RPT.P_GET_PARA_POSITION_DETAILS","PKG_RPT","P_GET_PARA_POSITION_DETAILS","T_CURSOR; V_F; T_AUDITEE_ENTITIES; V_REPORT_DASHBORAD_DETAIL","DUAL; T_AUDITEE_ENTITIES; V_REPORT_DASHBORAD_DETAIL",""
"PKG_RPT.P_GET_DASH_TABLE_FUNCTIONWISE_HO","PKG_RPT","P_GET_DASH_TABLE_FUNCTIONWISE_HO","T_CURSOR; V_GET_DASH_TABLE_FUNCTIONWISE_NAMES_HO; T_COSO_RATING_FACTORS; V_CAT_ID; T_CONTROL_VIOLATION_SUB; V_CAT_NATURE_ID; T_RISK; T_AUDITEE_ENTITIES","V_GET_DASH_TABLE_FUNCTIONWISE_NAMES_HO; T_COSO_RATING_FACTORS; T_CONTROL_VIOLATION_SUB; T_RISK; T_AUDITEE_ENTITIES",""
"PKG_RPT.P_GET_ACTIVITY_LOG","PKG_RPT","P_GET_ACTIVITY_LOG","T_CURSOR; T_GROUPS; V_SERVICE_EMPLOYEEINFO; T_MENU_PAGES; T_AU_ACTIVITY_LOG","T_GROUPS; V_SERVICE_EMPLOYEEINFO; T_MENU_PAGES; T_AU_ACTIVITY_LOG",""
"PKG_RPT.P_GET_COMPLIANCE_STATUS_WISE","PKG_RPT","P_GET_COMPLIANCE_STATUS_WISE","T_CURSOR; V_RPT_COMPLAINCE_STATUS_WISE; V_RELATIONSHIP_OFFICE","V_RPT_COMPLAINCE_STATUS_WISE; V_RELATIONSHIP_OFFICE",""
"PKG_RPT.P_FAD_AUDIT_PARA_RECONCILIATION","PKG_RPT","P_FAD_AUDIT_PARA_RECONCILIATION","T_CURSOR; T_F; T_AUDITEE_ENTITIES; V_FAD_AUDIT_PARA_RECONCILIATION; T_AUDITEE_ENTITIES_MAPING_FAD; V_MAN_AUDIT_PARA_RECONCILIATION","T_AUDITEE_ENTITIES; V_FAD_AUDIT_PARA_RECONCILIATION; T_AUDITEE_ENTITIES_MAPING_FAD; V_MAN_AUDIT_PARA_RECONCILIATION",""
"PKG_RPT.P_FAD_AUDIT_PLAN_DETAILS","PKG_RPT","P_FAD_AUDIT_PLAN_DETAILS","T_CURSOR; T_NAME; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS; T_AU_AUDIT_TEAMS; T_AU_PLAN_STATUS","DUAL; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS; T_AU_AUDIT_TEAMS; T_AU_PLAN_STATUS",""
"PKG_RPT.P_AUDITED_BY_DEPARTMENTS","PKG_RPT","P_AUDITED_BY_DEPARTMENTS","T_CURSOR; T_AUDIT_DEPARTMENTS; T_AUDITEE_ENTITIES","T_AUDIT_DEPARTMENTS; T_AUDITEE_ENTITIES; DUAL",""
"PKG_RPT.R_FAD_ANNEXURE_REPORT","PKG_RPT","R_FAD_ANNEXURE_REPORT","T_CURSOR; V_FAD_ANNEXURE_SUM","V_FAD_ANNEXURE_SUM",""
"PKG_RPT.R_GROUP_WISE_USERS_COUNT","PKG_RPT","R_GROUP_WISE_USERS_COUNT","T_CURSOR; T_GROUPS; T_USER_MAPING","T_GROUPS; T_USER_MAPING",""
"PKG_RPT.R_GROUP_WISE_PAGES","PKG_RPT","R_GROUP_WISE_PAGES","T_CURSOR; T_GROUPS; T_MENU_PAGES_GROUPMAP; T_MENU_PAGES","T_GROUPS; T_MENU_PAGES_GROUPMAP; T_MENU_PAGES",""
"PKG_RPT.R_DEPT_WISE_PARA_POSITION","PKG_RPT","R_DEPT_WISE_PARA_POSITION","T_CURSOR; AIS_T_AU_POST_COMPLIANCE; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES","C.PARA_ADDED_ON; P_REF_DATE; AIS_T_AU_POST_COMPLIANCE; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES; BASE; TRUNC; CATEGORIZED",""
"PKG_RPT.R_GET_GM_LIST","PKG_RPT","R_GET_GM_LIST","T_CURSOR; T_AUDITEE_ENTITIES","T_AUDITEE_ENTITIES",""
"PKG_RPT.R_GET_RBH_LIST","PKG_RPT","R_GET_RBH_LIST","T_CURSOR; T_AUDITEE_ENTITIES_MAPING","T_AUDITEE_ENTITIES_MAPING",""
"PKG_RPT.P_GET_LOAN_GL","PKG_RPT","P_GET_LOAN_GL","T_CURSOR; T_GLSUB","TEMP_ATAS_T_GLSUB; ATAS.T_GLSUB",""
"PKG_RPT.P_GET_LOAN_STATUS","PKG_RPT","P_GET_LOAN_STATUS","T_CURSOR; T_ACCOUNTSTATUS","TEMP_ATAS_T_DISB_STATUS; ATAS.T_ACCOUNTSTATUS",""
"PKG_RPT.P_GET_LOAN_TO_DEFAULT","PKG_RPT","P_GET_LOAN_TO_DEFAULT","T_CURSOR; V_ATAS_T_LOAN_CNIC_WISE; V_ATAS_LOANS_DEFAULT","V_ATAS_T_LOAN_CNIC_WISE; V_ATAS_LOANS_DEFAULT",""
"PKG_RPT.P_GET_ALL_LOANS_OF_CNIC","PKG_RPT","P_GET_ALL_LOANS_OF_CNIC","T_CURSOR; V_ATAS_T_LOAN_CNIC_WISE","V_ATAS_T_LOAN_CNIC_WISE",""
"PKG_RPT.P_GET_LOAN_TO_DEFAULT_HISTORY","PKG_RPT","P_GET_LOAN_TO_DEFAULT_HISTORY","T_CURSOR; V_ATAS_LOANS_DEFAULT","V_ATAS_LOANS_DEFAULT; TEMP_ATAS_T_DISB_STATUS",""
"PKG_RPT.P_FIND_GIST","PKG_RPT","P_FIND_GIST","T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_OBSERVATION_FAD; V_GET_PARA_GIST; T_AUDIT_CHECKLIST_ANNEXURE","T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_OBSERVATION_FAD; V_GET_PARA_GIST; T_AUDIT_CHECKLIST_ANNEXURE",""
"PKG_RPT.P_GET_ENTITY_TYPE_FOR_SETTLEMENT","PKG_RPT","P_GET_ENTITY_TYPE_FOR_SETTLEMENT","T_CURSOR; T_F; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES","T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES",""
"PKG_RPT.P_GET_COMPLIANCE_REPORT","PKG_RPT","P_GET_COMPLIANCE_REPORT","T_CURSOR; V_GET_SETTLEMENT_REPORT; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_COM","V_GET_SETTLEMENT_REPORT; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_COM",""
"PKG_RPT.P_GET_PARA_POSITION_SUM","PKG_RPT","P_GET_PARA_POSITION_SUM","T_CURSOR; T_PARAS; T_S_PARAS; T_OS_PARAS; V_GET_RPT_PARA_POISTION; T_AUDITEE_ENTITIES; V_GET_RPT_PARA_POISTION_REGIONS; T_AUDITEE_ENTITIES_MAPING","V_GET_RPT_PARA_POISTION; T_AUDITEE_ENTITIES; V_GET_RPT_PARA_POISTION_REGIONS; T_AUDITEE_ENTITIES_MAPING",""
"PKG_RPT.P_DELAY_AUDITS","PKG_RPT","P_DELAY_AUDITS","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AU_PLAN_ENG_STATUS",""
"PKG_RPT.R_FAD_MONTHLY_REVIEW","PKG_RPT","R_FAD_MONTHLY_REVIEW","T_CURSOR; V_RPT_FAD_MONTHLY_BASE; T_AUDITEE_ENTITIES; V_GET_COMPLIANCE_REVIEWER_APPROVER","V_RPT_FAD_MONTHLY_BASE; T_AUDITEE_ENTITIES; V_GET_COMPLIANCE_REVIEWER_APPROVER",""
"PKG_RPT.P_GET_GM_WISE_SERIOUS_PARAS","PKG_RPT","P_GET_GM_WISE_SERIOUS_PARAS","T_CURSOR; T_AUDITEE_ENTITIES_MAPING; T_AU_OBSERVATION_FAD; V_GET_ANEX_NO_OF_RESPONSIBLE","T_AUDITEE_ENTITIES_MAPING; T_AU_OBSERVATION_FAD; V_GET_ANEX_NO_OF_RESPONSIBLE",""
"PKG_RPT.P_GET_GM_WISE_SERIOUS_PARAS_DETAILS","PKG_RPT","P_GET_GM_WISE_SERIOUS_PARAS_DETAILS","T_CURSOR; T_AUDITEE_ENTITIES_MAPING; T_AU_OBSERVATION_FAD; AIS_T_AU_POST_COMPLIANCE; T_RISK; T_AUDIT_CHECKLIST_ANNEXURE; V_GET_ANEX_NO_OF_RESPONSIBLE","T_AUDITEE_ENTITIES_MAPING; T_AU_OBSERVATION_FAD; AIS_T_AU_POST_COMPLIANCE; T_RISK; T_AUDIT_CHECKLIST_ANNEXURE; V_GET_ANEX_NO_OF_RESPONSIBLE",""
