sr	TABLE_NAME	COLUMN_ID	COLUMN_NAME	DATA_TYPE	DATA_LENGTH	DATA_PRECISION	DATA_SCALE	NULLABLE
5818	V_GET_AIS_POST_COMPLIANCE	19	STELLED_ON	DATE	7			Y
5819	V_GET_AIS_POST_COMPLIANCE	20	COM_STAGE	NUMBER	22			Y
5820	V_GET_AIS_POST_COMPLIANCE	21	COM_STATUS	NUMBER	22			Y
5821	V_GET_AIS_POST_COMPLIANCE	22	NEXT_R_ID	NUMBER	22			Y
5822	V_GET_AIS_POST_COMPLIANCE	23	PER_R_ID	NUMBER	22			Y
5823	V_GET_AIS_POST_COMPLIANCE	24	C_STATUS_UP	NUMBER	22			Y
5824	V_GET_AIS_POST_COMPLIANCE	25	C_STATUS_DOWN	NUMBER	22			Y
5825	V_GET_AIS_POST_COMPLIANCE	26	COM_CYCLE	NUMBER	22			Y
5826	V_GET_AIS_POST_COMPLIANCE	27	REC_FROM	VARCHAR2	218			Y
5827	V_GET_AIS_POST_COMPLIANCE_AIS	1	ENTITY_ID	NUMBER	22			Y
5828	V_GET_AIS_POST_COMPLIANCE_AIS	2	COM_ID	NUMBER	22			N
5829	V_GET_AIS_POST_COMPLIANCE_AIS	3	NAME	VARCHAR2	100			Y
5830	V_GET_AIS_POST_COMPLIANCE_AIS	4	COM_KEY	VARCHAR2	200			Y
5831	V_GET_AIS_POST_COMPLIANCE_AIS	5	OLD_PARA_ID	VARCHAR2	0			Y
5832	V_GET_AIS_POST_COMPLIANCE_AIS	6	NEW_PARAID	NUMBER	22	8	0	N
5833	V_GET_AIS_POST_COMPLIANCE_AIS	7	PARA_STATUS	NUMBER	22			Y
5834	V_GET_AIS_POST_COMPLIANCE_AIS	8	AUDITBY_ID	NUMBER	22	8	0	Y
5835	V_GET_AIS_POST_COMPLIANCE_AIS	9	IND	VARCHAR2	500			Y
5836	V_GET_AIS_POST_COMPLIANCE_AIS	10	RSK	VARCHAR2	50			Y
5837	V_GET_AIS_POST_COMPLIANCE_AIS	11	GIST_OF_PARAS	VARCHAR2	4000			Y
5838	V_GET_AIS_POST_COMPLIANCE_AIS	12	AUDIT_PERIOD	VARCHAR2	40			Y
5839	V_GET_AIS_POST_COMPLIANCE_AIS	13	PARA_NO	VARCHAR2	40			Y
5840	V_GET_AIS_POST_COMPLIANCE_AIS	14	ENTEREDDATE	DATE	7			N
5841	V_GET_AIS_POST_COMPLIANCE_AIS	15	OPS_START_DATE	VARCHAR2	9			Y
5842	V_GET_AIS_POST_COMPLIANCE_AIS	16	OPS_END_DATE	VARCHAR2	9			Y
5843	V_GET_AIS_POST_COMPLIANCE_AIS	17	START_DATE	VARCHAR2	9			Y
5844	V_GET_AIS_POST_COMPLIANCE_AIS	18	END_DATE	VARCHAR2	9			Y
5845	V_GET_AIS_POST_COMPLIANCE_AIS	19	STELLED_ON	DATE	7			Y
5846	V_GET_AIS_POST_COMPLIANCE_AIS	20	COM_STAGE	NUMBER	22			Y
5847	V_GET_AIS_POST_COMPLIANCE_AIS	21	COM_STATUS	NUMBER	22			Y
5848	V_GET_AIS_POST_COMPLIANCE_AIS	22	NEXT_R_ID	NUMBER	22			Y
5849	V_GET_AIS_POST_COMPLIANCE_AIS	23	PER_R_ID	NUMBER	22			Y
5850	V_GET_AIS_POST_COMPLIANCE_AIS	24	C_STATUS_UP	NUMBER	22			Y
5851	V_GET_AIS_POST_COMPLIANCE_AIS	25	C_STATUS_DOWN	NUMBER	22			Y
5852	V_GET_AIS_POST_COMPLIANCE_AIS	26	COM_CYCLE	NUMBER	22			Y
5853	V_GET_AIS_POST_COMPLIANCE_AIS	27	REC_FROM	VARCHAR2	218			Y
5854	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	1	ENTITY_ID	NUMBER	22			Y
5855	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	2	COM_ID	NUMBER	22			N
5856	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	3	NAME	VARCHAR2	100			Y
5857	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	4	COM_KEY	VARCHAR2	200			Y
5858	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	5	OLD_PARA_ID	NUMBER	22			Y
5859	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	6	NEW_PARAID	NUMBER	22			Y
5860	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	7	PARA_STATUS	NUMBER	22			Y
5861	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	8	AUDITED_BY	NUMBER	22			Y
5862	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	9	IND	VARCHAR2	500			Y
5863	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	10	RSK	VARCHAR2	50			Y
5864	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	11	GIST_OF_PARAS	VARCHAR2	4000			Y
5865	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	12	AUDIT_PERIOD	VARCHAR2	1000			Y
5866	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	13	PARA_NO	VARCHAR2	1000			Y
5867	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	14	ENTEREDDATE	TIMESTAMP(6)	11		6	Y
5868	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	15	OPS_START_DATE	VARCHAR2	47			Y
5869	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	16	OPS_END_DATE	VARCHAR2	47			Y
5870	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	17	START_DATE	VARCHAR2	46			Y
5871	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	18	END_DATE	VARCHAR2	46			Y
5872	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	19	SETTLED_ON	DATE	7			Y
5873	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	20	COM_STAGE	NUMBER	22			Y
5874	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	21	COM_STATUS	NUMBER	22			Y
5875	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	22	NEXT_R_ID	NUMBER	22			Y
5876	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	23	PER_R_ID	NUMBER	22			Y
5877	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	24	C_STATUS_UP	NUMBER	22			Y
5878	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	25	C_STATUS_DOWN	NUMBER	22			Y
5879	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	26	COM_CYCLE	NUMBER	22			Y
5880	V_GET_AIS_POST_COMPLIANCE_AIS_FOR_PARA_CHANGE	27	REC_FROM	VARCHAR2	217			Y
5881	V_GET_AIS_POST_COMPLIANCE_AIS_HO	1	ENTITY_ID	NUMBER	22			Y
5882	V_GET_AIS_POST_COMPLIANCE_AIS_HO	2	AUDITBY_ID	NUMBER	22	8	0	Y
5883	V_GET_AIS_POST_COMPLIANCE_AIS_HO	3	COM_ID	NUMBER	22			N
5884	V_GET_AIS_POST_COMPLIANCE_AIS_HO	4	NAME	VARCHAR2	203			Y
5885	V_GET_AIS_POST_COMPLIANCE_AIS_HO	5	COM_KEY	VARCHAR2	200			Y
5886	V_GET_AIS_POST_COMPLIANCE_AIS_HO	6	OLD_PARA_ID	VARCHAR2	0			Y
5887	V_GET_AIS_POST_COMPLIANCE_AIS_HO	7	NEW_PARAID	NUMBER	22	8	0	N
5888	V_GET_AIS_POST_COMPLIANCE_AIS_HO	8	PARA_STATUS	NUMBER	22	4	0	N
5889	V_GET_AIS_POST_COMPLIANCE_AIS_HO	9	IND	VARCHAR2	500			Y
5890	V_GET_AIS_POST_COMPLIANCE_AIS_HO	10	RSK	VARCHAR2	50			Y
5891	V_GET_AIS_POST_COMPLIANCE_AIS_HO	11	GIST_OF_PARAS	VARCHAR2	4000			Y
5892	V_GET_AIS_POST_COMPLIANCE_AIS_HO	12	AUDIT_PERIOD	VARCHAR2	40			Y
5893	V_GET_AIS_POST_COMPLIANCE_AIS_HO	13	PARA_NO	VARCHAR2	40			Y
5894	V_GET_AIS_POST_COMPLIANCE_AIS_HO	14	STELLED_ON	DATE	7			Y
5895	V_GET_AIS_POST_COMPLIANCE_AIS_HO	15	COM_STAGE	NUMBER	22			Y
5896	V_GET_AIS_POST_COMPLIANCE_AIS_HO	16	COM_STATUS	NUMBER	22			Y
5897	V_GET_AIS_POST_COMPLIANCE_AIS_HO	17	COM_CYCLE	NUMBER	22			Y
5898	V_GET_AIS_POST_COMPLIANCE_AIS_HO	18	COM_UNIT	VARCHAR2	100			Y
5899	V_GET_AIS_POST_COMPLIANCE_AIS_HO	19	COM_UNIT_ID	NUMBER	22	38	0	Y
5900	V_GET_AIS_POST_COMPLIANCE_AIS_HO	20	SETTLED_BY	VARCHAR2	101			Y
5901	V_GET_AIS_POST_COMPLIANCE_AIS_HO	21	REVIEWED_BY	VARCHAR2	101			Y
5902	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	1	ENTITY_ID	NUMBER	22			Y
5903	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	2	COM_ID	NUMBER	22			N
5904	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	3	NAME	VARCHAR2	100			Y
5905	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	4	COM_KEY	VARCHAR2	200			Y
5906	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	5	OLD_PARA_ID	VARCHAR2	0			Y
5907	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	6	NEW_PARAID	NUMBER	22	8	0	N
5908	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	7	PARA_STATUS	NUMBER	22	4	0	N
5909	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	8	AUDITBY_ID	NUMBER	22	8	0	Y
5910	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	9	IND	VARCHAR2	500			Y
5911	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	10	RSK	VARCHAR2	50			Y
5912	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	11	GIST_OF_PARAS	VARCHAR2	4000			Y
5913	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	12	AUDIT_PERIOD	VARCHAR2	40			Y
5914	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	13	PARA_NO	VARCHAR2	40			Y
5915	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	14	ENTEREDDATE	DATE	7			N
5916	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	15	OPS_START_DATE	VARCHAR2	9			Y
5917	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	16	OPS_END_DATE	VARCHAR2	9			Y
5918	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	17	START_DATE	VARCHAR2	9			Y
5919	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	18	END_DATE	VARCHAR2	9			Y
5920	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	19	STELLED_ON	DATE	7			Y
5921	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	20	COM_STAGE	NUMBER	22			Y
5922	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	21	COM_STATUS	NUMBER	22			Y
5923	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	22	NEXT_R_ID	NUMBER	22			Y
5924	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	23	PER_R_ID	NUMBER	22			Y
5925	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	24	C_STATUS_UP	NUMBER	22			Y
5926	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	25	C_STATUS_DOWN	NUMBER	22			Y
5927	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	26	COM_CYCLE	NUMBER	22			Y
5928	V_GET_AIS_POST_COMPLIANCE_AIS_RPT	27	REC_FROM	VARCHAR2	218			Y
5929	V_GET_AIS_POST_COMPLIANCE_HO	1	ENTITY_ID	NUMBER	22			Y
5930	V_GET_AIS_POST_COMPLIANCE_HO	2	AUDITBY_ID	NUMBER	22			Y
5931	V_GET_AIS_POST_COMPLIANCE_HO	3	COM_ID	NUMBER	22			Y
5932	V_GET_AIS_POST_COMPLIANCE_HO	4	NAME	VARCHAR2	203			Y
5933	V_GET_AIS_POST_COMPLIANCE_HO	5	COM_KEY	VARCHAR2	200			Y
5934	V_GET_AIS_POST_COMPLIANCE_HO	6	OLD_PARA_ID	NUMBER	22			Y
5935	V_GET_AIS_POST_COMPLIANCE_HO	7	NEW_PARAID	NUMBER	22			Y
5936	V_GET_AIS_POST_COMPLIANCE_HO	8	PARA_STATUS	NUMBER	22			Y
5937	V_GET_AIS_POST_COMPLIANCE_HO	9	IND	VARCHAR2	500			Y
5938	V_GET_AIS_POST_COMPLIANCE_HO	10	RSK	VARCHAR2	50			Y
5939	V_GET_AIS_POST_COMPLIANCE_HO	11	GIST_OF_PARAS	VARCHAR2	4000			Y
5940	V_GET_AIS_POST_COMPLIANCE_HO	12	AUDIT_PERIOD	VARCHAR2	1000			Y
5941	V_GET_AIS_POST_COMPLIANCE_HO	13	PARA_NO	VARCHAR2	1000			Y
5942	V_GET_AIS_POST_COMPLIANCE_HO	14	STELLED_ON	DATE	7			Y
5943	V_GET_AIS_POST_COMPLIANCE_HO	15	COM_STAGE	NUMBER	22			Y
5944	V_GET_AIS_POST_COMPLIANCE_HO	16	COM_STATUS	NUMBER	22			Y
5945	V_GET_AIS_POST_COMPLIANCE_HO	17	COM_CYCLE	NUMBER	22			Y
5946	V_GET_AIS_POST_COMPLIANCE_HO	18	COM_UNIT	VARCHAR2	100			Y
5947	V_GET_AIS_POST_COMPLIANCE_HO	19	COM_UNIT_ID	NUMBER	22	38	0	Y
5948	V_GET_AIS_POST_COMPLIANCE_HO	20	SETTLED_BY	VARCHAR2	101			Y
5949	V_GET_AIS_POST_COMPLIANCE_HO	21	REVIEWED_BY	VARCHAR2	101			Y
5950	V_GET_AIS_POST_COMPLIANCE_ISAD	1	ENTITY_ID	NUMBER	22			Y
5951	V_GET_AIS_POST_COMPLIANCE_ISAD	2	COM_ID	NUMBER	22			N
5952	V_GET_AIS_POST_COMPLIANCE_ISAD	3	NAME	VARCHAR2	100			Y
5953	V_GET_AIS_POST_COMPLIANCE_ISAD	4	COM_KEY	VARCHAR2	200			Y
5954	V_GET_AIS_POST_COMPLIANCE_ISAD	5	OLD_PARA_ID	VARCHAR2	0			Y
5955	V_GET_AIS_POST_COMPLIANCE_ISAD	6	NEW_PARAID	NUMBER	22	10	0	Y
5956	V_GET_AIS_POST_COMPLIANCE_ISAD	7	PARA_STATUS	NUMBER	22	8	0	Y
5957	V_GET_AIS_POST_COMPLIANCE_ISAD	8	AUDITED_BY	NUMBER	22	8	0	Y
5958	V_GET_AIS_POST_COMPLIANCE_ISAD	9	IND	VARCHAR2	500			Y
5959	V_GET_AIS_POST_COMPLIANCE_ISAD	10	RSK	VARCHAR2	50			Y
5960	V_GET_AIS_POST_COMPLIANCE_ISAD	11	GIST_OF_PARAS	VARCHAR2	4000			Y
5961	V_GET_AIS_POST_COMPLIANCE_ISAD	12	AUDIT_PERIOD	VARCHAR2	40			Y
5962	V_GET_AIS_POST_COMPLIANCE_ISAD	13	PARA_NO	VARCHAR2	200			Y
5963	V_GET_AIS_POST_COMPLIANCE_ISAD	14	ENTEREDDATE	DATE	7			Y
5964	V_GET_AIS_POST_COMPLIANCE_ISAD	15	OPS_START_DATE	VARCHAR2	47			Y
5965	V_GET_AIS_POST_COMPLIANCE_ISAD	16	OPS_END_DATE	VARCHAR2	47			Y
5966	V_GET_AIS_POST_COMPLIANCE_ISAD	17	START_DATE	VARCHAR2	46			Y
5967	V_GET_AIS_POST_COMPLIANCE_ISAD	18	END_DATE	VARCHAR2	46			Y
5968	V_GET_AIS_POST_COMPLIANCE_ISAD	19	STELLED_ON	DATE	7			Y
5969	V_GET_AIS_POST_COMPLIANCE_ISAD	20	COM_STAGE	NUMBER	22			Y
5970	V_GET_AIS_POST_COMPLIANCE_ISAD	21	COM_STATUS	NUMBER	22			Y
5971	V_GET_AIS_POST_COMPLIANCE_ISAD	22	NEXT_R_ID	NUMBER	22			Y
5972	V_GET_AIS_POST_COMPLIANCE_ISAD	23	PER_R_ID	NUMBER	22			Y
5973	V_GET_AIS_POST_COMPLIANCE_ISAD	24	C_STATUS_UP	NUMBER	22			Y
5974	V_GET_AIS_POST_COMPLIANCE_ISAD	25	C_STATUS_DOWN	NUMBER	22			Y
5975	V_GET_AIS_POST_COMPLIANCE_ISAD	26	COM_CYCLE	NUMBER	22			Y
5976	V_GET_AIS_POST_COMPLIANCE_ISAD	27	REC_FROM	VARCHAR2	218			Y
5977	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	1	ENTITY_ID	NUMBER	22	8	0	Y
5978	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	2	COM_ID	NUMBER	22			N
5979	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	3	NAME	VARCHAR2	100			Y
5980	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	4	COM_KEY	VARCHAR2	200			Y
5981	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	5	OLD_PARA_ID	NUMBER	22			N
5982	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	6	NEW_PARAID	VARCHAR2	0			Y
5983	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	7	PARA_STATUS	NUMBER	22	8	0	Y
5984	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	8	AUDITED_BY	NUMBER	22			Y
5985	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	9	IND	VARCHAR2	500			Y
5986	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	10	GIST_OF_PARAS	VARCHAR2	4000			Y
5987	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	11	AUDIT_PERIOD	VARCHAR2	1000			N
5988	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	12	RSK	VARCHAR2	50			Y
5989	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	13	PARA_NO	VARCHAR2	1000			Y
5990	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	14	ENTEREDDATE	TIMESTAMP(6)	11		6	Y
5991	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	15	OPS_START_DATE	VARCHAR2	47			Y
5992	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	16	OPS_END_DATE	VARCHAR2	47			Y
5993	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	17	START_DATE	VARCHAR2	46			Y
5994	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	18	END_DATE	VARCHAR2	46			Y
5995	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	19	STELLED_ON	DATE	7			Y
5996	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	20	COM_STAGE	NUMBER	22			Y
5997	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	21	COM_STATUS	NUMBER	22			Y
5998	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	22	NEXT_R_ID	NUMBER	22			Y
5999	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	23	PER_R_ID	NUMBER	22			Y
6000	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	24	C_STATUS_UP	NUMBER	22			Y
6001	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	25	C_STATUS_DOWN	NUMBER	22			Y
6002	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	26	COM_CYCLE	NUMBER	22			Y
6003	V_GET_AIS_POST_COMPLIANCE_OLD_FAD	27	REC_FROM	VARCHAR2	218			Y
6004	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	1	ENTITY_ID	NUMBER	22			Y
6005	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	2	AUDITBY_ID	NUMBER	22			Y
6006	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	3	COM_ID	NUMBER	22			N
6007	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	4	NAME	VARCHAR2	203			Y
6008	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	5	COM_KEY	VARCHAR2	200			Y
6009	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	6	OLD_PARA_ID	NUMBER	22			N
6010	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	7	NEW_PARAID	VARCHAR2	0			Y
6011	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	8	PARA_STATUS	NUMBER	22	8	0	Y
6012	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	9	IND	VARCHAR2	500			Y
6013	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	10	GIST_OF_PARAS	VARCHAR2	4000			Y
6014	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	11	AUDIT_PERIOD	VARCHAR2	1000			N
6015	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	12	RSK	VARCHAR2	50			Y
6016	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	13	PARA_NO	VARCHAR2	1000			Y
6017	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	14	SETTLED_ON	DATE	7			Y
6018	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	15	COM_STAGE	NUMBER	22			Y
6019	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	16	COM_STATUS	NUMBER	22			Y
6020	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	17	COM_CYCLE	NUMBER	22			Y
6021	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	18	COM_UNIT	VARCHAR2	100			Y
6022	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	19	COM_UNIT_ID	NUMBER	22	38	0	Y
6023	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	20	SETTLED_BY	VARCHAR2	101			Y
6024	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_HO	21	REVIEWED_BY	VARCHAR2	101			Y
6025	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	1	ENTITY_ID	NUMBER	22	8	0	Y
6026	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	2	COM_ID	NUMBER	22			N
6027	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	3	NAME	VARCHAR2	100			Y
6028	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	4	COM_KEY	VARCHAR2	200			Y
6029	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	5	OLD_PARA_ID	NUMBER	22			N
6030	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	6	NEW_PARAID	VARCHAR2	0			Y
6031	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	7	PARA_STATUS	NUMBER	22	8	0	Y
6032	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	8	AUDITED_BY	NUMBER	22			Y
6033	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	9	IND	VARCHAR2	500			Y
6034	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	10	GIST_OF_PARAS	VARCHAR2	4000			Y
6035	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	11	AUDIT_PERIOD	VARCHAR2	1000			N
6036	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	12	RSK	VARCHAR2	50			Y
6037	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	13	PARA_NO	VARCHAR2	1000			Y
6038	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	14	ENTEREDDATE	TIMESTAMP(6)	11		6	Y
6039	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	15	OPS_START_DATE	VARCHAR2	47			Y
6040	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	16	OPS_END_DATE	VARCHAR2	47			Y
6041	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	17	START_DATE	VARCHAR2	46			Y
6042	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	18	END_DATE	VARCHAR2	46			Y
6043	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	19	STELLED_ON	DATE	7			Y
6044	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	20	COM_STAGE	NUMBER	22			Y
6045	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	21	COM_STATUS	NUMBER	22			Y
6046	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	22	NEXT_R_ID	NUMBER	22			Y
6047	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	23	PER_R_ID	NUMBER	22			Y
6048	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	24	C_STATUS_UP	NUMBER	22			Y
6049	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	25	C_STATUS_DOWN	NUMBER	22			Y
6050	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	26	COM_CYCLE	NUMBER	22			Y
6051	V_GET_AIS_POST_COMPLIANCE_OLD_FAD_RPT	27	REC_FROM	VARCHAR2	218			Y
6052	V_GET_AIS_POST_COMPLIANCE_RPT	1	ENTITY_ID	NUMBER	22			Y
6053	V_GET_AIS_POST_COMPLIANCE_RPT	2	COM_ID	NUMBER	22			Y
6054	V_GET_AIS_POST_COMPLIANCE_RPT	3	NAME	VARCHAR2	100			Y
6055	V_GET_AIS_POST_COMPLIANCE_RPT	4	COM_KEY	VARCHAR2	200			Y
6056	V_GET_AIS_POST_COMPLIANCE_RPT	5	OLD_PARA_ID	NUMBER	22			Y
6057	V_GET_AIS_POST_COMPLIANCE_RPT	6	NEW_PARAID	NUMBER	22			Y
6058	V_GET_AIS_POST_COMPLIANCE_RPT	7	PARA_STATUS	NUMBER	22			Y
6059	V_GET_AIS_POST_COMPLIANCE_RPT	8	AUDITBY_ID	NUMBER	22			Y
6060	V_GET_AIS_POST_COMPLIANCE_RPT	9	IND	VARCHAR2	500			Y
6061	V_GET_AIS_POST_COMPLIANCE_RPT	10	RSK	VARCHAR2	50			Y
6062	V_GET_AIS_POST_COMPLIANCE_RPT	11	GIST_OF_PARAS	VARCHAR2	4000			Y
6063	V_GET_AIS_POST_COMPLIANCE_RPT	12	AUDIT_PERIOD	VARCHAR2	1000			Y
6064	V_GET_AIS_POST_COMPLIANCE_RPT	13	PARA_NO	VARCHAR2	1000			Y
6065	V_GET_AIS_POST_COMPLIANCE_RPT	14	ENTEREDDATE	TIMESTAMP(6)	11		6	Y
6066	V_GET_AIS_POST_COMPLIANCE_RPT	15	OPS_START_DATE	VARCHAR2	47			Y
6067	V_GET_AIS_POST_COMPLIANCE_RPT	16	OPS_END_DATE	VARCHAR2	47			Y
6068	V_GET_AIS_POST_COMPLIANCE_RPT	17	START_DATE	VARCHAR2	46			Y
6069	V_GET_AIS_POST_COMPLIANCE_RPT	18	END_DATE	VARCHAR2	46			Y
6070	V_GET_AIS_POST_COMPLIANCE_RPT	19	STELLED_ON	DATE	7			Y
6071	V_GET_AIS_POST_COMPLIANCE_RPT	20	COM_STAGE	NUMBER	22			Y
6072	V_GET_AIS_POST_COMPLIANCE_RPT	21	COM_STATUS	NUMBER	22			Y
